12000375,10994348,12506353,2958388,1966472,7581493,17.89,68.96,15.72,60.62
12000376,7882381,9050774,2216788,1246178,5587808,15.81,70.89,13.77,61.74
12000377,10118791,11766556,3113724,1682119,6970713,16.62,68.89,14.30,59.24
12000378,11268981,12589300,2955452,2245595,7388253,19.93,65.56,17.84,58.69
12000379,12035160,13604967,3034908,1947322,8622737,16.18,71.65,14.31,63.38
12000380,10444877,12234518,3048084,1928902,7257532,18.47,69.48,15.77,59.32
12000381,11971413,13242113,2059408,1949186,9233519,16.28,77.13,14.72,69.73
12000382,11514826,13073026,2721184,1971675,8380167,17.12,72.78,15.08,64.10
12000383,9966150,11193750,2468856,1811489,6913405,18.18,69.37,16.18,61.76
12000384,10748784,12510372,3576896,1604216,7329260,14.92,68.19,12.82,58.59
12000385,9606717,11004011,2659072,1734678,6610261,18.06,68.81,15.76,60.07
12000386,12011599,13371657,2506304,1919860,8945493,15.98,74.47,14.36,66.90
